title,visits,pI,year,month
Living at home,601.230,8.597.260,2007,5
Lokalisten,14.875.861,607.465.627,2007,5
LR-Online,148.440,1.344.945,2007,5
Lust auf Genuß,57.916,503.277,2007,5
LVZ-Online,552.846,5.367.686,2007,5
LZ-Online (Lippische Landes-Zeitung),67.801,477.842,2007,5
LZ|NET,274.947,1.354.899,2007,5
MACup,95.025,529.052,2007,5
Macwelt,710.428,1.699.014,2007,5
Märkische Oderzeitung Online,177.619,855.052,2007,5
MaerkischeAllgemeine.de,348.029,1.924.653,2007,5
Main-Netz,224.838,3.134.171,2007,5
mainpost.de,556.677,7.192.829,2007,5
manager magazin online,3.785.530,17.864.087,2007,5
Map24,17.814.591,216.536.300,2007,5
Marco Polo,341.304,2.373.144,2007,5
marketing-BÖRSE,130.047,322.544,2007,5
MAX Online,415.118,4.759.702,2007,5
Maxdome,1.503.369,12.625.579,2007,5
MaximOnline.de,226.426,5.544.885,2007,5
media&marketing,26.662,57.685,2007,5
Media-Daten.com,29.260,182.486,2007,5
mediabiz.de,480.552,2.269.001,2007,5
medical-tribune.de/arztbereich,12.685,50.512,2007,5
medical-tribune.de/patienten,65.956,180.549,2007,5
Medienhandbuch.de,86.359,234.656,2007,5
Medienhaus Bauer / Recklinghäuser Zeitung,74.414,865.730,2007,5
medizin-online - Medizin im Internet,138.401,460.332,2007,5
Mein schöner Garten Online,252.156,4.539.805,2007,5
meinestadt.de,16.646.307,280.861.749,2007,5
Meininger Tageblatt,9.171,60.515,2007,5
MensHealth.de,464.376,5.641.083,2007,5
Merkur-Online,709.565,5.442.182,2007,5
Mittelbayerische Zeitung,524.535,3.716.924,2007,5
MM Maschinenmarkt Online,26.769,70.852,2007,5
Mobile Stadt,3.346,9.167,2007,5
mobile.de Der Automarkt,36.958.620,1.030.806.970,2007,5
moneyspecial,4.879,19.737,2007,5
Morgenweb,432.501,2.865.971,2007,5
Motor.de,141.755,384.526,2007,5
Motorrad-Online,772.088,7.765.412,2007,5
Motorsport-Total.com -...,1.525.477,12.386.067,2007,5
Mountainbikemagazin.de,230.289,1.490.492,2007,5
MSN,212.618.943,651.426.629,2007,5
mt-online,127.328,1.125.093,2007,5
mtv.de,2.027.909,9.672.608,2007,5
munichx.de - Stadtmagazin für München,417.100,1.419.422,2007,5
MVweb,117.647,752.533,2007,5
My-Hammer.de,1.655.876,25.345.269,2007,5
myself.de,94.156,2.196.345,2007,5
MyVideo,35.693.176,641.699.026,2007,5
mz-web.de,476.006,2.498.226,2007,5
n-tv online,13.452.844,103.995.895,2007,5
N24 Online,2.396.213,12.677.069,2007,5
naturkost.de,216.685,708.697,2007,5
Naumburger Tageblatt,4.333,28.148,2007,5
NEON,500.241,6.027.128,2007,5
Netscape,3.215.029,6.223.066,2007,5
netzwelt.de,2.471.248,7.374.119,2007,5
Neue OZ online,480.362,3.397.937,2007,5
Neue Presse,54.829,455.104,2007,5
Neue Presse Hannover,120.719,645.799,2007,5
newsclick.de,542.186,4.313.679,2007,5
NGZ,237.288,2.184.033,2007,5
nick.de,2.822.876,23.728.168,2007,5
Nickles.de Computerwissen für alle,679.191,2.016.337,2007,5
Nordbayerischer Kurier,99.076,681.325,2007,5
Nordbayern Infonet,1.636.709,13.040.289,2007,5
NordClick,179.300,1.273.558,2007,5
Nordkurier-Online,59.086,291.179,2007,5
Nordsee-Zeitung online,75.284,536.391,2007,5
Notebookjournal.de,129.920,499.213,2007,5
NRZ.de (Neue Ruhr/Rhein Zeitung),479.320,3.765.816,2007,5
Nürtinger Zeitung,57.237,393.747,2007,5
NW-News (Neue Westfälische),753.780,8.682.546,2007,5
NWZonline (Nordwest-Zeitung),290.204,3.486.908,2007,5
Oberpfalznetz,218.852,1.587.595,2007,5
ÖKO-TEST Verbraucherberatung,394.052,2.248.992,2007,5
Offenbach-Post Online,131.191,1.012.280,2007,5
Offizieller Internetauftritt von Eintracht...,1.416.038,10.082.024,2007,5
Oktoberfest online,152.214,1.024.296,2007,5
OnlineWelten,5.884.268,118.469.861,2007,5
Onmeda,1.463.519,9.397.114,2007,5
OnVista,11.206.250,99.045.194,2007,5
Ostsee-Zeitung.de,170.785,1.516.255,2007,5
OTZ.de (Ostthüringer Zeitung),214.815,2.147.292,2007,5
outdoor-magazin.com,71.946,371.662,2007,5
ovb-online.de,303.513,4.855.955,2007,5
OWL Online,15.299,51.682,2007,5
Page-Online,48.601,131.959,2007,5
PC Action,186.714,1.037.275,2007,5
PC GO,298.517,1.323.064,2007,5
PC-MAGAZIN,864.175,2.840.139,2007,5
PC-WELT,7.851.613,30.727.516,2007,5
pcgames.de,2.323.793,12.943.408,2007,5
pcgameshardware.de,839.853,5.010.408,2007,5
Peiner Allgemeine Zeitung,38.726,119.954,2007,5
Perlentaucher,572.355,1.254.064,2007,5
Pharmazeutische Zeitung online,143.513,745.575,2007,5
planetsnow.de,3.878,11.955,2007,5
plasticker.de,103.866,715.777,2007,5
Playboy.de,773.756,16.413.633,2007,5
PNP-Online,364.355,2.977.703,2007,5
Presseportal,1.689.196,6.088.806,2007,5
promobil.de,83.127,547.392,2007,5
ProSieben Online,147.184.536,713.957.313,2007,5
publish.de,35.307,107.550,2007,5
Pützchens Markt,2.446,25.567,2007,5
QM-InfoCenter.de,27.929,160.039,2007,5
Qualimedic.de,1.247.527,10.643.959,2007,5
Quoka.de - Der Kleinanzeigenmarkt,2.323.971,24.309.817,2007,5
R.SA,44.987,161.396,2007,5
Radio Bonn/Rhein-Sieg,49.039,336.686,2007,5
Radio Brocken,81.824,1.405.268,2007,5
RADIO ENERGY,486.304,4.427.445,2007,5
Radio ffn,490.863,10.005.555,2007,5
Radio Gong,121.088,473.787,2007,5
Radio Hamburg,381.949,2.096.080,2007,5
Radio NORA,60.115,456.396,2007,5
RADIO PSR,159.980,897.857,2007,5
Radio Regenbogen,122.915,800.069,2007,5
Radio RPR Rheinland-Pfälzische Rundfunk GmbH &...,315.446,2.202.285,2007,5
Radio Salue,760.671,19.242.433,2007,5
radio SAW,115.692,1.159.740,2007,5
Radio Schleswig-Holstein (R.SH),213.886,1.424.288,2007,5
Radio Tele FFH-Server,1.203.024,6.119.222,2007,5
Radio7,1.083.724,53.315.416,2007,5
Recht für Deutschland,29.453,172.741,2007,5
REISE & PREISE online,96.628,419.503,2007,5
reisen.de,92.484,1.448.282,2007,5
Reuters Deutschland,555.704,1.093.613,2007,5
rga-online,141.545,1.340.693,2007,5
Rhein Main Presse/Main-Rheiner,845.517,4.487.701,2007,5
Rhein-Main.Net,593.583,5.483.862,2007,5
Rosenheimer Nachrichten,28.088,140.716,2007,5
rp-online,3.467.026,36.974.527,2007,5
rs2.de,187.037,1.449.861,2007,5
RT.1 media group,55.914,365.599,2007,5
RTL 2,1.891.967,10.224.832,2007,5
RTL.de,37.544.653,435.217.256,2007,5
RTV de,689.297,13.163.043,2007,5
RUND-UMS-BABY,1.255.950,23.385.059,2007,5
RZ-Online,1.227.979,5.142.857,2007,5
Saarland Online (sol.de),559.761,12.053.236,2007,5
sat.1 online,17.729.757,123.578.628,2007,5
Schaumburger Nachrichten.,22.355,212.963,2007,5
Schwäbische Zeitung Online,838.089,17.413.741,2007,5
schwarzwaelder-bote.de (SWOL),176.320,2.109.054,2007,5
SeereisenMagazin,7.491,32.396,2007,5
Selbst.de,121.137,940.218,2007,5
SHK-TV,880,5.423,2007,5
SKOL-SÜDKURIER Online,645.375,8.617.945,2007,5
solarfoerderung.de,25.961,243.610,2007,5
Solinger-Tageblatt.de,116.550,1.457.112,2007,5
Spektrum der Wissenschaft/Wissenschaft online,441.231,1.465.696,2007,5
SPIEGEL ONLINE,70.012.529,404.397.555,2007,5
Spieletipps.de,4.640.115,39.267.231,2007,5
Spin.de,4.360.347,128.276.914,2007,5
Sport1,23.392.434,155.538.330,2007,5
STADTPLANDIENST,1.639.241,17.469.090,2007,5
Stellen Online,65.573,278.777,2007,5
stellenanzeigen.de,899.460,5.620.668,2007,5
stern.de,12.739.166,136.443.315,2007,5
studieren.de,139.547,2.471.452,2007,5
StudiVZ,80.139.010,2.594.074.988,2007,5
Stuttgarter Zeitung online & Stuttgarter...,1.365.410,12.181.086,2007,5
Stylepark,99.072,933.620,2007,5
STZ-Online,21.042,167.349,2007,5
sueddeutsche.de,11.175.006,86.809.713,2007,5
Südwest Presse Online,252.787,1.998.731,2007,5
SUPERillu ONLINE,281.576,3.037.262,2007,5
SVZ online,178.539,679.797,2007,5
SZ-Online,991.066,8.793.664,2007,5
T-Online Contentangebot,262.747.330,2.176.356.355,2007,5
tecCHANNEL,1.903.163,6.146.392,2007,5
Telekom-Baskets-Bonn,106.989,897.383,2007,5
teltarif.de -Kommunikation ganz einfach,3.618.893,12.328.531,2007,5
terranova,11.818,23.335,2007,5
Thueringer-Allgemeine.de,260.650,3.456.298,2007,5
Tiscali,3.599.569,33.153.920,2007,5
TLZ.de (Thüringische Landeszeitung),175.764,1.579.074,2007,5
TOGGO.de (Super RTL),2.546.164,113.568.070,2007,5
TOMORROW Online,73.014,261.122,2007,5
Toms Hardware Guide,1.601.446,8.747.650,2007,5
top agrar online,158.300,791.350,2007,5
TradeSignal Online,381.342,5.740.422,2007,5
"Traktorpool - Ihre Traktoren, Landtechnik und...",565.329,14.058.799,2007,5
travelchannel,499.876,3.911.056,2007,5
Tui.com,2.035.128,23.509.560,2007,5
TV Movie.de,3.351.716,15.811.838,2007,5
TV SPIELFILM Online,2.291.173,18.402.111,2007,5
TV TODAY,1.414.445,8.429.929,2007,5
TWnetwork.de,212.682,956.536,2007,5
Twnetwork.net,3.133,12.123,2007,5
tz Online,216.812,940.349,2007,5
UNICUM.de,177.893,1.178.185,2007,5
unterwasser,38.897,318.125,2007,5
Urbia - We are family!,1.363.090,31.740.499,2007,5
VANITY FAIR ONLINE,177.550,1.408.719,2007,5
Varta Hotel- und Restaurantführer,83.995,483.151,2007,5
VDI nachrichten,204.986,1.134.541,2007,5
VidaVida,55.178,433.061,2007,5
Videogameszone,216.925,1.446.816,2007,5
Vitanet.de,566.761,2.216.517,2007,5
vnunet.de,1.391.015,3.058.214,2007,5
VOGUE.com,324.939,5.783.965,2007,5
Volksfreund.de,296.479,4.855.716,2007,5
"Volksstimme, Magdeburg",299.069,1.764.438,2007,5
VOX,2.044.307,25.374.725,2007,5
w&v-online,431.620,1.412.576,2007,5
WA-Online,236.244,1.585.872,2007,5
Wallstreet-Online,5.025.815,54.068.006,2007,5
WAZ.de (Westdeutsche Allgemeine Zeitung),1.277.636,14.997.810,2007,5
Weinheimer Nachrichten / Odenwälder Zeitung,35.594,234.093,2007,5
Wer liefert was? WLW-ONLINE,1.878.663,12.751.795,2007,5
werbetechnik.de,4.235,23.165,2007,5
WESER-KURIER Online,241.650,2.128.680,2007,5
Westfaelische-Rundschau.de,464.368,3.022.837,2007,5
Westfalenpost.de,291.650,2.368.626,2007,5
Westline,1.559.543,11.749.804,2007,5
Wetter Online,33.303.936,201.270.329,2007,5
wetter.com,23.755.166,112.589.881,2007,5
WILANTIS - Das Wissensradio,15.090,43.190,2007,5
Winload,1.708.944,8.293.451,2007,5
WirtschaftsWoche,832.740,2.838.588,2007,5
wissen.de,933.860,9.578.777,2007,5
Wochenblätter,7.650,46.201,2007,5
Wohnidee Online,40.674,636.720,2007,5
Wolfsburger Allgemeine Zeitung,91.315,273.586,2007,5
WZ-newsline (Westdeutsche Zeitung),469.311,2.135.759,2007,5
Xonio - Handys & Mobile Computing Im Test,981.804,11.575.096,2007,5
yahoo,146.101.832,1.064.232.614,2007,5
Yam.de,474.177,3.437.913,2007,5
YoungMiss.de,296.536,7.358.008,2007,5
ZDNet,5.158.440,20.718.988,2007,5
Zeit im Internet,5.999.624,34.890.794,2007,5
Zeitungsgruppe Zentralhessen / Gießener Anzeiger,168.456,815.450,2007,5
ZfK Zeitung für kommunale Wirtschaft,29.178,73.432,2007,5
1. FC Nürnberg,641.271,2.757.674,2007,6
104.6 RTL,155.725,1.211.682,2007,6
105`5 spreeradio,37.273,327.838,2007,6
106!8 rock´n pop,63.503,262.934,2007,6
20cent,45.373,771.402,2007,6
89.0 RTL - Die besten Hits von heute!,57.320,689.765,2007,6
Aachener Nachrichten,167.216,1.252.901,2007,6
Aachener Zeitung,349.391,2.318.218,2007,6
Abacho,3.262.205,18.848.014,2007,6
Abendzeitung online,84.879,359.692,2007,6
abenteuer und reisen,82.545,342.464,2007,6
Absatzwirtschaft-Online,40.097,172.506,2007,6
Ärzte Zeitung Online,688.425,1.749.365,2007,6
ÄRZTLICHE PRAXIS online,189.775,483.870,2007,6
all-in.de - Das Allgäu online!,180.748,1.876.812,2007,6
all4engineers-Netzwerk für Ingenieure,110.694,403.683,2007,6
Aller Zeitung,40.436,109.817,2007,6
Allgemeine Zeitung Uelzen Online,48.421,226.486,2007,6
Allgemeiner-Anzeiger.de,9.481,34.612,2007,6
Alpin,31.335,230.839,2007,6
AMICA Online,265.931,3.840.995,2007,6
AnimaniA,47.029,245.447,2007,6
Antenne Bayern,6.292.914,91.448.996,2007,6
ANTENNE THÜRINGEN,400.957,13.178.558,2007,6
Anwalt-Suchservice,34.860,83.545,2007,6
anwalt24.de,155.666,534.478,2007,6
Anwaltseiten24,69.159,168.342,2007,6
AOL,86.297.376,455.070.282,2007,6
apotheke.com,77.919,295.334,2007,6
ARIVA.DE,1.997.694,22.439.121,2007,6
Arminia Bielefeld,329.220,1.256.231,2007,6
artnet,369.101,2.247.452,2007,6
Ashampoo,4.067.375,9.110.469,2007,6
ASTROWOCHE,538.277,5.525.343,2007,6
Augsburger Allgemeine Online,832.225,11.734.243,2007,6
auto motor und sport,1.598.486,22.036.800,2007,6
AUTO SERVICE PRAXIS Online,45.112,129.564,2007,6
Auto Strassenverkehr,48.017,269.560,2007,6
autobild.de,3.829.048,62.676.343,2007,6
AUTOFLOTTE Online,38.770,138.822,2007,6
AUTOHAUS Online,347.299,1.255.811,2007,6
Autoschrauber.de,40.895,140.617,2007,6
Baden Online,137.449,915.155,2007,6
Badische Zeitung Online,533.427,5.168.783,2007,6
BAULINKS.de,922.680,3.575.762,2007,6
BauNetz,561.726,3.594.332,2007,6
Bayerische Rundschau,20.899,123.454,2007,6
bayern.by,94.154,408.567,2007,6
Bayreuth.de,60.789,275.467,2007,6
bbv-net.de,163.953,1.102.907,2007,6
Bellevue,10.166,141.130,2007,6
Berlin.de,4.452.297,24.837.493,2007,6
Berliner Morgenpost,1.541.787,12.787.406,2007,6
Berliner Rundfunk.de,67.498,340.105,2007,6
BerlinOnline,2.084.449,12.992.871,2007,6
Bestlife,18.227,67.930,2007,6
beyars.com,106.444,395.444,2007,6
Bild.de,45.832.107,500.529.982,2007,6
billiger.de - Deutschlands großer Preisvergleich,4.395.452,19.376.130,2007,6
boerse-online.de,1.375.151,9.633.104,2007,6
Bonn XXL,43.482,146.637,2007,6
Borussia Dortmund,2.638.464,9.360.626,2007,6
brainGuide - Das Expertenportal der Wirtschaft,161.626,385.811,2007,6
BRAVO.de,1.288.599,33.423.956,2007,6
Brigitte.de,2.090.899,22.192.085,2007,6
Buffed,10.387.619,78.863.859,2007,6
BUNTE.T-Online.de,4.699.779,30.100.391,2007,6
business-wissen.de,108.834,276.249,2007,6
BZ-Berlin,520.231,4.578.309,2007,6
capital.de,308.484,2.215.796,2007,6
caravaning.de,22.130,90.134,2007,6
ChannelPartner,653.510,1.721.001,2007,6
Chatcity,735.071,8.504.501,2007,6
Chatfun,106.845,891.975,2007,6
Chatworld,228.410,1.750.232,2007,6
Chefkoch.de,4.688.012,43.876.174,2007,6
Chiemgau Online,48.393,148.163,2007,6
CHIP Fotowelt,90.744,1.728.181,2007,6
CHIP Online,19.619.826,137.895.074,2007,6
ciao.com,15.981.937,42.796.753,2007,6
CIM online,4.943,19.582,2007,6
CINA,7.417,19.890,2007,6
CINA Bibelserver,101.856,716.393,2007,6
CINA Jesus-online,18.016,50.811,2007,6
CINA Joe-Max,10.067,154.031,2007,6
CINA Life-TV,7.671,21.390,2007,6
CINA Sound7,33.031,138.182,2007,6
CINEMA Online,369.806,3.872.972,2007,6
CINEPLEX,720.880,3.692.075,2007,6
CIO,361.163,958.634,2007,6
cityweb.de,313.781,1.559.173,2007,6
Classic Driver,326.554,3.658.854,2007,6
Coburger Tageblatt,30.213,165.776,2007,6
comedycentral.de,122.615,741.941,2007,6
CompuServe,869.002,2.372.161,2007,6
Computerwoche Online,1.045.620,2.798.361,2007,6
Connect,258.895,1.596.344,2007,6
Cortal Consors S.A.,5.527.681,70.416.740,2007,6
cosmoty.de,532.636,7.809.559,2007,6
Das Örtliche,11.234.659,71.162.183,2007,6
Das Telefonbuch,16.644.560,104.804.574,2007,6
Das Vierte,109.570,478.152,2007,6
daskochrezept.de,794.027,4.937.194,2007,6
Delmenhorster Kreisblatt (dk-online.de),70.627,793.631,2007,6
delta radio,204.980,999.699,2007,6
DER AKTIONÄR,97.637,288.499,2007,6
Der Betrieb Online,41.423,188.609,2007,6
DER FONDS,6.463,13.955,2007,6
der heisse draht (www.dhd24.com),5.106.800,49.171.079,2007,6
Detail - Zeitschrift für Architektur + Baudetail,146.031,772.323,2007,6
Deutscher Alpenverein e.V.,216.966,855.772,2007,6
Deutsches Ärzteblatt - online,550.176,3.114.296,2007,6
Deutsches Verbände Forum - verbaende.com,28.802,90.105,2007,6
DEWEZET.de,143.421,1.641.245,2007,6
diabetes-world.net,68.981,260.521,2007,6
Die Glocke,82.022,470.165,2007,6
DIE WELT online,6.777.973,50.207.146,2007,6
Digital.World,292.987,765.328,2007,6
digitalfernsehen.de,1.555.388,6.776.268,2007,6
DocCheck,503.651,1.550.245,2007,6
donaukurier.de,157.983,1.442.529,2007,6
Druckerchannel.de,213.373,1.214.788,2007,6
Echo Online,366.542,2.225.545,2007,6
Eichsfelder Tageblatt,11.517,34.995,2007,6
Ein Herz für Tiere,61.697,664.655,2007,6
Einzelhandel.de,31.642,160.301,2007,6
Elektroniknet,150.948,396.041,2007,6
Elektronikpraxis.de,37.526,102.528,2007,6
Elektrotechnik.de,9.129,22.813,2007,6
ELLE,199.321,2.021.305,2007,6
Eltern.de,1.205.505,22.156.922,2007,6
eMARKET,57.586,109.133,2007,6
ENERGY Sachsen,91.225,424.840,2007,6
enimal.de,283.335,4.580.681,2007,6
ERF,51.144,139.142,2007,6
ERF CrossChannel,53.652,440.922,2007,6
Erfahrungsreich,2.818,7.927,2007,6
Express Online,3.634.806,24.205.201,2007,6
Facharzt.de / Hausarzt.de,267.963,1.729.821,2007,6
Fachzeitschriften Portal,2.531,24.696,2007,6
Falk,5.683.899,78.790.276,2007,6
Familotel,61.854,405.644,2007,6
FAZ.NET,10.813.232,63.854.126,2007,6
Feierabend.de,289.127,4.842.490,2007,6
FeWo-direkt.de,790.246,11.289.784,2007,6
Filmreporter.de,189.817,556.042,2007,6
Financial Times Deutschland,4.635.841,18.877.905,2007,6
FINANZ BETRIEB,6.821,22.891,2007,6
finanzen.net - Internetservice für Kapitalanleger,1.702.428,12.204.978,2007,6
Finanztreff.de,4.807.200,50.069.310,2007,6
FIT FOR FUN Online,392.016,4.316.464,2007,6
Fleischwirtschaft.de,12.208,50.618,2007,6
Flüssiggas-Magazin,2.092,5.575,2007,6
FNweb,83.522,286.893,2007,6
FOCUS ONLINE,13.293.228,109.814.012,2007,6
Forum für Senioren,206.038,4.595.086,2007,6
Fränkischer Tag Online,226.829,2.155.139,2007,6
Frankenpost online,142.816,1.326.436,2007,6
Frankfurter Rundschau online,1.307.555,7.462.513,2007,6
Free-SMS,377.688,3.882.953,2007,6
Freie Presse Online,325.732,2.604.600,2007,6
Freies Wort- Online,115.780,1.147.999,2007,6
freundin online,429.987,4.834.646,2007,6
GALA Online,506.025,3.935.732,2007,6
GamePRO,659.340,3.330.966,2007,6
Gamesdynamite,163.129,1.022.713,2007,6
GameStar,4.392.037,24.575.037,2007,6
Gameswelt,1.558.115,10.882.033,2007,6
gamigo.de,2.323.657,33.022.819,2007,6
Gamona,3.253.240,23.503.170,2007,6
ganz-muenchen.de,316.723,996.869,2007,6
Gastronomie Report Online,20.643,59.916,2007,6
GBI-Genios Deutsche Wirtschaftsdatenbank,306.000,1.728.164,2007,6
GEA online,81.051,414.140,2007,6
Geizkragen.de,2.746.038,8.365.488,2007,6
GelbeSeiten,4.931.678,41.725.566,2007,6
General-Anzeiger Online,921.798,7.580.911,2007,6
General-Anzeiger-Rhauderfehn,16.079,136.443,2007,6
GEO.de,550.334,4.595.198,2007,6
gesichterparty.de,4.918.538,207.301.925,2007,6
Gesundheit-aktuell - Ihr Online...,68.159,300.197,2007,6
Gewinnspiele.com,247.079,3.546.319,2007,6
GLAMOUR.de,679.085,15.659.620,2007,6
Glaube24,122.326,723.033,2007,6
Göttinger Tageblatt,72.533,229.857,2007,6
goFeminin,5.135.499,53.903.327,2007,6
Golf.de - das Internetportal für den Golfsport,921.799,10.484.933,2007,6
goslarsche.de,98.138,458.919,2007,6
GQ.com,293.260,5.629.160,2007,6
guenstiger.de,4.820.932,49.477.368,2007,6
Guter Rat.de,136.331,409.118,2007,6
Häfft-Community,269.449,2.385.983,2007,6
Haller Tagblatt online,27.140,307.827,2007,6
Hamburger Abendblatt Online,3.480.258,19.631.009,2007,6
Hamburger Morgenpost Online,1.010.646,4.584.734,2007,6
Hamburger Sport-Verein,1.363.694,7.460.844,2007,6
Handelsblatt.com,5.895.486,24.679.495,2007,6
handy.de,219.857,2.180.408,2007,6
Hannoversche Allgemeine Zeitung,451.946,2.940.715,2007,6
HAO - der Onlinedienst des Hellweger Anzeigers...,26.696,140.983,2007,6
Harburger Anzeigen und Nachrichten,11.711,44.272,2007,6
HAUS+GARTEN ONLINE,220.076,1.682.358,2007,6
Hausarbeiten.de,1.283.714,3.162.118,2007,6
Heidenheimer Zeitung online,82.900,663.560,2007,6
Heilbronner Stimme online,333.405,3.464.459,2007,6
heise online,20.679.428,129.111.342,2007,6
Hertha BSC,472.590,2.726.434,2007,6
Hit Radio Antenne,152.799,1.904.589,2007,6
Hit-Radio Antenne1,224.451,1.378.655,2007,6
HNA online,535.316,4.531.351,2007,6
holidaycheck,5.234.278,135.347.102,2007,6
Holzmann.de,87.289,265.746,2007,6
HORIZONT.NET,310.437,1.429.391,2007,6
Idowa Online,167.719,1.777.867,2007,6
IKZ - Fachportal für die SHK-Branche,29.220,85.131,2007,6
IKZ-online.de (Iserlohner Kreisanzeiger),81.436,3.132.194,2007,6
impulse.de,150.779,420.129,2007,6
inside-digital.tv,89.084,654.102,2007,6
Inside-Handy,1.103.083,9.436.534,2007,6
inside-hotel.de,54.150,694.621,2007,6
INTERNET-MAGAZIN,183.587,513.437,2007,6
Internetcologne,3.365.426,5.844.459,2007,6
janolaw.de,383.851,2.241.668,2007,6
Jugendstiftung Baden-Württemberg,1.709,4.819,2007,6
JurPC,47.684,78.652,2007,6
kabeleins online,1.666.038,30.409.033,2007,6
Kalaydo - das regionale Findernet,1.271.992,28.340.802,2007,6
kanumagazin.de,18.366,64.987,2007,6
karriere,133.448,814.349,2007,6
kicker online,17.884.007,87.289.129,2007,6
Kidszone,27.235,437.004,2007,6
Kilahu - Ihre Insel im Netz,342.609,4.435.181,2007,6
KINO.DE,2.068.729,14.754.314,2007,6
KISS FM,307.795,1.442.702,2007,6
klickTel,4.197.055,28.964.984,2007,6
klinikmarkt.com,13.032,43.652,2007,6
Knuddels.de,33.688.691,213.422.907,2007,6
Kochen & Genießen Online,82.249,746.199,2007,6
Koeln.de,1.859.070,12.206.377,2007,6
Kölner Stadt-Anzeiger Online,2.255.442,12.142.703,2007,6
Kölnische Rundschau,372.588,1.484.479,2007,6
Konstruktionspraxis.de,40.296,73.833,2007,6
Kontakter,54.107,114.318,2007,6
Kostenlos,527.574,3.075.454,2007,6
Kreiszeitung Online,132.198,839.871,2007,6
kress.de,311.393,757.520,2007,6
Küchenplaner-Magazin,2.660,9.513,2007,6
Kunststoffe.de,27.123,137.723,2007,6
KunststoffWeb,74.048,255.837,2007,6
L'TUR Last Minute Online,3.095.459,41.927.256,2007,6
Ladies.de,2.358.675,82.965.099,2007,6
LandesWelle Thüringen,57.758,232.831,2007,6
laut.de - der musikkanal,2.238.691,10.737.655,2007,6
Lifeline-Gesundheitsberater,691.129,4.385.756,2007,6
Living at home,557.210,7.993.448,2007,6
Lokalisten,15.189.451,618.709.383,2007,6
LR-Online,151.141,1.518.348,2007,6
Lust auf Genuß,57.666,519.819,2007,6
LVZ-Online,566.649,5.585.678,2007,6
LZ-Online (Lippische Landes-Zeitung),68.821,543.269,2007,6
LZ|NET,253.377,1.296.664,2007,6
MACup,99.581,505.350,2007,6
Macwelt,791.172,1.929.995,2007,6
Märkische Oderzeitung Online,175.517,924.423,2007,6
MaerkischeAllgemeine.de,389.143,2.058.855,2007,6
Main-Netz,193.840,2.613.185,2007,6
mainpost.de,531.843,6.799.531,2007,6
manager magazin online,3.692.755,17.438.549,2007,6
Map24,16.855.747,210.437.222,2007,6
Marco Polo,317.087,2.268.849,2007,6
marketing-BÖRSE,101.088,260.417,2007,6
MAX Online,348.740,4.044.738,2007,6
Maxdome,1.326.795,10.423.070,2007,6
MaximOnline.de,202.897,4.858.471,2007,6
media&marketing,22.193,48.649,2007,6
Media-Daten.com,29.077,170.536,2007,6
mediabiz.de,470.018,2.166.567,2007,6
medical-tribune.de/arztbereich,11.037,38.628,2007,6
medical-tribune.de/patienten,63.052,169.178,2007,6
Medienhandbuch.de,77.994,208.429,2007,6
Medienhaus Bauer / Recklinghäuser Zeitung,81.378,1.030.784,2007,6
medizin-online - Medizin im Internet,122.364,422.527,2007,6
Mein schöner Garten Online,237.188,4.200.483,2007,6
meinestadt.de,16.397.914,273.794.737,2007,6
Meininger Tageblatt,10.632,146.527,2007,6
MensHealth.de,418.150,5.040.591,2007,6
Merkur-Online,663.717,4.995.356,2007,6
Mittelbayerische Zeitung,460.904,3.862.706,2007,6
MM Maschinenmarkt Online,31.093,94.518,2007,6
Mobile Stadt,2.351,5.436,2007,6
mobile.de Der Automarkt,35.702.220,984.190.025,2007,6
moneyspecial,4.657,19.380,2007,6
Morgenweb,426.924,3.086.071,2007,6
Motor.de,131.522,345.014,2007,6
Motorrad-Online,670.379,6.549.344,2007,6
Motorsport-Total.com -...,1.627.474,12.905.279,2007,6
Mountainbikemagazin.de,206.391,1.440.712,2007,6
MSN,206.110.344,620.526.436,2007,6
mt-online,122.918,741.227,2007,6
mtv.de,2.167.991,12.684.213,2007,6
munichx.de - Stadtmagazin für München,393.866,1.250.055,2007,6
MVweb,111.205,724.852,2007,6
My-Hammer.de,1.362.716,21.554.181,2007,6
myself.de,89.254,1.954.107,2007,6
MyVideo,35.383.829,611.855.253,2007,6
mz-web.de,477.742,2.788.805,2007,6
n-tv online,13.446.985,110.473.115,2007,6
N24 Online,2.582.618,13.881.021,2007,6
naturkost.de,290.322,877.730,2007,6
Naumburger Tageblatt,4.784,25.446,2007,6
NEON,460.964,5.443.550,2007,6
Netscape,2.978.115,5.621.057,2007,6
netzwelt.de,2.558.243,7.718.364,2007,6
Neue OZ online,420.246,4.998.834,2007,6
Neue Presse,65.658,643.783,2007,6
Neue Presse Hannover,119.951,688.028,2007,6
newsclick.de,567.125,4.513.182,2007,6
NGZ,221.867,1.895.053,2007,6
nick.de,2.226.356,23.014.615,2007,6
Nickles.de Computerwissen für alle,632.464,1.740.230,2007,6
Nordbayerischer Kurier,97.954,700.055,2007,6
Nordbayern Infonet,1.288.961,14.324.851,2007,6
Nordkurier-Online,62.206,312.693,2007,6
Nordsee-Zeitung online,75.694,528.903,2007,6
Notebookjournal.de,139.221,608.119,2007,6
NRZ.de (Neue Ruhr/Rhein Zeitung),434.939,3.140.013,2007,6
Nürtinger Zeitung,50.529,292.153,2007,6
