title,visits,year,month
RADIO RST,17.068,2009,11
Radio Rur,38.246,2009,11
Radio Salue,481.981,2009,11
Radio Sauerland,30.605,2009,11
radio SAW,189.884,2009,11
Radio Schleswig-Holstein (R.SH),235.083,2009,11
Radio sunshine live,475.999,2009,11
Radio Ton,24.882,2009,11
Radio WAF,32.668,2009,11
Radio Westfalica,30.059,2009,11
RADIO WMW,19.343,2009,11
RADIO WUPPERTAL,48.631,2009,11
radio.de,1.953.489,2009,11
Radio7,556.169,2009,11
rap.de,427.187,2009,11
Readmore.de,1.525.388,2009,11
RealGames,15.044.411,2009,11
Recht für Deutschland,24.658,2009,11
REISE & PREISE online,87.535,2009,11
Reisen.de,1.514.330,2009,11
Reuters Deutschland,581.852,2009,11
rga-online,214.696,2009,11
Rhein Main Presse,1.235.947,2009,11
Rhein-Main.Net,733.092,2009,11
Rhein-Neckar-Zeitung,294.361,2009,11
Rheinmain Extratipp,7.508,2009,11
rheinmainmedia.de,12.625,2009,11
RockHard.de,294.804,2009,11
ROCKLAND SACHSEN-ANHALT,18.707,2009,11
routenplaner24.de,225.902,2009,11
rp-online,10.036.243,2009,11
rs2.de,170.623,2009,11
RTL 2,3.761.209,2009,11
RTL.de,38.452.862,2009,11
RTLregional.de,100.729,2009,11
RTV.de,621.629,2009,11
RUND-UMS-BABY,1.712.241,2009,11
runnersworld.de,505.642,2009,11
RZ-Online,1.458.091,2009,11
sat.1 online,18.696.945,2009,11
Schädelspalter Online,3.507,2009,11
Schaumburger Nachrichten,75.385,2009,11
Schaumburger-Zeitung.de,38.085,2009,11
Schneehoehen.de,321.510,2009,11
Schnitt Online,47.422,2009,11
schoener-wohnen.de,275.073,2009,11
Schueler.CC,20.508.621,2009,11
SCHUELERPROFILE.de,816.739,2009,11
schülerVZ,164.752.132,2009,11
Schulradar,200.479,2009,11
Schwäbische Post,194.899,2009,11
Schwäbische Zeitung Online,1.032.180,2009,11
Schwäbisches Tagblatt Online,266.770,2009,11
schwarzwaelder-bote.de (SWOL),407.141,2009,11
SearchDataCenter.de,52.563,2009,11
SearchNetworking.de,69.549,2009,11
SearchSecurity.de,61.924,2009,11
SearchStorage.de,56.547,2009,11
SeereisenMagazin,8.031,2009,11
segeberger-zeitung.de,35.121,2009,11
Selbst.de,696.526,2009,11
sevenload *,---,2009,11
sft,280.693,2009,11
SG Dynamo Dresden - Offizielle Internetseite,914.545,2009,11
sh:z Schleswig-Holsteinischer Zeitungsverlag,731.499,2009,11
Shape,194.385,2009,11
Shareware.de,2.949.541,2009,11
Sharewise.com Die Aktiencommunity,173.467,2009,11
shop-apotheke.com,1.697.428,2009,11
Siegener Zeitung online,103.135,2009,11
Siegessäule,54.105,2009,11
Sindelfinger Zeitung/Böblinger Zeitung,60.941,2009,11
skateboardmsm.de *,---,2009,11
sky.de *,---,2009,11
SmartShopping *,---,2009,11
snowboardermbm.de *,---,2009,11
softonic.de,10.415.228,2009,11
SOL.DE / Saarbrücker Zeitung,1.143.233,2009,11
solinger-tageblatt.de,208.723,2009,11
Songtexte.com,2.466.021,2009,11
Southpark.de,2.610.023,2009,11
sozene,3.771.332,2009,11
spickmich.de,3.054.388,2009,11
SPIEGEL ONLINE,121.528.785,2009,11
SpielAffe,14.191.874,2009,11
Spielen.com,7.018.751,2009,11
SPIELERKABINE.net,180.420,2009,11
Spieletipps.de,6.211.699,2009,11
Spielfilm.de,281.070,2009,11
Spin.de,16.543.049,2009,11
Sport Auto,252.417,2009,11
Sport1,25.884.071,2009,11
Sport2,99.298,2009,11
sportal.de,5.654.741,2009,11
SPOX.com,8.357.486,2009,11
Spreeradio.de,83.439,2009,11
Stadtbranchenbuch,4.496.956,2009,11
Staedte-Reisen.de,52.040,2009,11
STAR FM 87.9 MAXIMUM ROCK!,164.389,2009,11
Starcookers.De,33.918,2009,11
Statista,497.463,2009,11
stayblue.de,9.311.325,2009,11
StayFriends,37.530.084,2009,11
Stellen Online,45.268,2009,11
stellenanzeigen.de,852.239,2009,11
STEREOPLAY,182.310,2009,11
stern.de,17.242.619,2009,11
stock-world,237.236,2009,11
Stockflock,26.496,2009,11
strato.de *,---,2009,11
studieren.de,217.644,2009,11
StudiVZ,176.244.039,2009,11
Stuttgarter Zeitung online & Stuttgarter...,2.530.933,2009,11
STYLE.DE,175.544,2009,11
Stylepark,415.188,2009,11
STZ-Online,59.369,2009,11
suchen.de *,---,2009,11
sueddeutsche.de,25.633.156,2009,11
suedkurier.de,1.824.586,2009,11
Südwest Presse Online,607.941,2009,11
SUPERillu ONLINE,389.035,2009,11
surf-magazin.de,60.776,2009,11
surfersmag.de *,---,2009,11
SVZ online,400.591,2009,11
SZ-Online,1.669.745,2009,11
Szene Hamburg,27.849,2009,11
T-Online Contentangebot,432.877.352,2009,11
t.akt - Kultur- und Freizeitmagazin für Thüringen,11.121,2009,11
Tageblatt für den Kreis Steinfurt,41.991,2009,11
tagesspiegel.de,3.796.241,2009,11
talkline *,---,2009,11
Tankstellenmarkt,6.310,2009,11
tape.tv,1.045.243,2009,11
Taxi Zeitschrift,3.816,2009,11
taz.de,3.468.309,2009,11
tecCHANNEL,1.228.827,2009,11
TechnoBase.FM,1.748.661,2009,11
Telebörse,2.760.321,2009,11
"telegate MEDIA / klicktel.de, 11880.com",8.499.841,2009,11
teltarif.de -Kommunikation ganz einfach,3.230.626,2009,11
Testberichte.de,7.627.873,2009,11
Testeo,1.224.517,2009,11
TextilWirtschaft.de,368.954,2009,11
The Local,1.209.897,2009,11
thomascook.de,448.294,2009,11
Thueringer-Allgemeine.de,594.067,2009,11
ticCity.com,305.764,2009,11
Tierzeitschriften der Gong Verlag GmbH,120.456,2009,11
TIKonline,235.657,2009,11
TLZ.de (Thüringische Landeszeitung),202.317,2009,11
TOGGO.de (Super RTL),2.993.976,2009,11
Toms Hardware Guide,3.529.400,2009,11
Toms Networking,51.023,2009,11
Tonspion *,---,2009,11
top agrar online,384.571,2009,11
TORfabrik.de,686.279,2009,11
tour-magazin.de,450.378,2009,11
TradeSignal Online,454.427,2009,11
TrailerSeite.de,573.447,2009,11
"Traktorpool - Ihre Traktoren, Landtechnik und...",1.280.464,2009,11
Transfermarkt.de - Das Fußballportal,12.753.753,2009,11
Travel Overland,146.943,2009,11
travelchannel,133.796,2009,11
Travian Browserspiele,9.746.015,2009,11
tri-mag.de,126.081,2009,11
TripAdvisor,3.213.664,2009,11
tripwolf.com,1.426.824,2009,11
trivago,996.063,2009,11
Trucker Online,91.651,2009,11
TUIfly (Hapag-Lloyd Express GmbH),5.812.796,2009,11
turi2,333.660,2009,11
TV DIGITAL,362.196,2009,11
TV Movie.de,9.859.569,2009,11
TV SPIELFILM Online,4.509.540,2009,11
TV TODAY,6.315.036,2009,11
TV14.de,244.681,2009,11
TVinfo - sehen was läuft! *,---,2009,11
tz Online,1.738.986,2009,11
UCI-Kinowelt,1.468.164,2009,11
UNICUM.de,453.224,2009,11
Universal Music Network,111.458,2009,11
UnserNachwuchs.de,119.193,2009,11
unterwasser,35.672,2009,11
urbia - we are family!,3.103.976,2009,11
Urlaub.de,93.694,2009,11
Vaihinger Kreiszeitung,24.082,2009,11
VANITY FAIR ONLINE,27.078,2009,11
VDI nachrichten,267.185,2009,11
VDMA-e-market,6.675,2009,11
Verivox,5.089.253,2009,11
Verkehrsrundschau Online,255.405,2009,11
Versatel.de,3.117.740,2009,11
Versicherungen.de,169.635,2009,11
VfL Bochum 1848 Fußballgemeinschaft e.V.,444.936,2009,11
ViaMichelin,3.834.872,2009,11
Videogameszone,1.715.178,2009,11
VIP.de,2.230.587,2009,11
Viply - one step to hollywood,576.244,2009,11
Visions.de,320.631,2009,11
Vital,38.425,2009,11
Vitanet.de,790.698,2009,11
Viva,2.120.733,2009,11
Vodafone.de,8.106.936,2009,11
Vodafonelive.de,375.140,2009,11
Vogel Buchverlag,9.743,2009,11
VOGUE.com,704.512,2009,11
Volksfreund.de,749.798,2009,11
"Volksstimme, Magdeburg",351.093,2009,11
vorname.com,359.361,2009,11
VOX,3.116.901,2009,11
w&v-online,984.949,2009,11
WA-Online,668.997,2009,11
Waldeckische Landeszeitung - Frankenberger Zeitung,74.800,2009,11
Wallstreet-Online,4.657.754,2009,11
wdwip.tv,19.929,2009,11
WEB.DE *,---,2009,11
weddix.de,325.649,2009,11
weg.de,1.774.334,2009,11
Weinheimer Nachrichten / Odenwälder Zeitung,44.335,2009,11
WELLE NIEDERRHEIN,25.757,2009,11
WELT ONLINE,25.084.620,2009,11
Wer liefert was? WLW-ONLINE,2.179.226,2009,11
wer-kennt-wen.de,167.072.576,2009,11
werbetechnik.de,3.596,2009,11
WESER-KURIER Online,514.214,2009,11
Westfälische Nachrichten,891.770,2009,11
Westfalen-Blatt,242.157,2009,11
Westfunk.de,3.995,2009,11
westline,1.295.780,2009,11
Wetter Online,27.952.689,2009,11
wetter.com,20.100.255,2009,11
Wetterauer Zeitung,78.947,2009,11
wg-gesucht.de,2.118.900,2009,11
widescreen-online.de,180.148,2009,11
Wikio,2.502.495,2009,11
Wilhelmshavener Zeitung - WZONLINE.DE,53.703,2009,11
Winamp.com,3.348.903,2009,11
"Windfinder.com -  Wind-, Wellen-, Wettermesswerte...",3.131.604,2009,11
windsurfers.de *,---,2009,11
WinFuture.de,6.281.900,2009,11
Winload,2.174.042,2009,11
Winter Wonderland,178.485,2009,11
WirtschaftsWoche,1.634.480,2009,11
wissen.de,1.985.567,2009,11
Wobbler.tv Jagd- und Angelfernsehen,19.716,2009,11
Wochenblätter,10.313,2009,11
Wohnung-jetzt.de,297.426,2009,11
Wolfsburger Allgemeine Zeitung,210.651,2009,11
Womenweb,307.073,2009,11
workingoffice.de,33.372,2009,11
WUNDERWEIB *,---,2009,11
wunschliste.de,1.141.924,2009,11
WZ-newsline (Westdeutsche Zeitung),958.343,2009,11
xchar.de *,---,2009,11
Y-Style,67.025,2009,11
Yacht,278.469,2009,11
yahoo,205.568.375,2009,11
yasni.de,10.701.822,2009,11
YAVIDO,109.356,2009,11
YIGG,1.005.155,2009,11
Zattoo,2.397.739,2009,11
ZDNet,3.176.168,2009,11
ZEHN.DE,240.733,2009,11
ZEIT ONLINE,13.222.322,2009,11
ZfK Zeitung für kommunale Wirtschaft,34.158,2009,11
zitty.de,214.690,2009,11
ZOOVER.de,980.059,2009,11
zvw.de,68.955,2009,11
Zweite Hand.de - Ihr Anzeigenmarkt für Berlin,183.035,2009,11
